"","YearStart","LocationAbbr","LocationDesc","Question","DataValueUnit","DataValue","Question_short"
"59",2019,"AZ","Arizona","Food insecure in the past 12 months among households","%",10.1,"noFood"
"60",2019,"AK","Alaska","Per capita alcohol consumption among people aged 14 years and older","gallons",2.9,"alcohol"
"61",2019,"AK","Alaska","Obesity among adults","%",30.7,"obesity"
"62",2019,"AZ","Arizona","No broadband internet subscription among households","%",12.6,"noInternet"
"63",2019,"AK","Alaska","Food insecure in the past 12 months among households","%",9.5,"noFood"
"64",2019,"AL","Alabama","Food insecure in the past 12 months among households","%",13.1,"noFood"
"65",2019,"AZ","Arizona","Routine checkup within the past year among adults","%",71.6,"doctor"
"66",2019,"AL","Alabama","Depression among adults","%",24.5,"depression"
"67",2019,"AL","Alabama","Obesity among adults","%",36.3,"obesity"
"68",2019,"CA","California","Per capita alcohol consumption among people aged 14 years and older","gallons",2.6,"alcohol"
"69",2019,"AK","Alaska","Depression among adults","%",17.2,"depression"
"70",2019,"AL","Alabama","Living below 150% of the poverty threshold among all people","%",25.4,"poverty"
"71",2019,"AL","Alabama","Binge drinking prevalence among adults","%",13.4,"BingeDrink"
"72",2019,"AR","Arkansas","Average mentally unhealthy days among adults","Number",2.5,"badDays"
"73",2019,"AL","Alabama","Current cigarette smoking among adults","%",21.3,"smoking"
"74",2019,"AR","Arkansas","Lack of health insurance among adults aged 18-64 years","%",17.2,"noInsure"
"75",2019,"AL","Alabama","High school completion among adults aged 18-24","%",87.8,"highSchool"
"76",2019,"AZ","Arizona","Depression among adults","%",17.2,"depression"
"77",2019,"AZ","Arizona","Consumed vegetables less than one time daily among adults","%",21.7,"noVeg"
"78",2019,"AK","Alaska","Frequent mental distress among adults","%",11.9,"mentalDistress"
"79",2019,"AR","Arkansas","No broadband internet subscription among households","%",19.7,"noInternet"
"80",2019,"AL","Alabama","Diseases of the heart mortality among all people, underlying cause","cases per 100,000",219.6,"cardioDeath"
"81",2019,"DE","Delaware","Obesity among adults","%",34.2,"obesity"
"82",2019,"CO","Colorado","Depression among adults","%",17.2,"depression"
"83",2019,"FL","Florida","Food insecure in the past 12 months among households","%",9.9,"noFood"
"84",2019,"CA","California","Obesity among adults","%",26.2,"obesity"
"85",2019,"DC","District of Columbia","Depression among adults","%",19.8,"depression"
"86",2019,"GA","Georgia","Lack of health insurance among adults aged 18-64 years","%",23.1,"noInsure"
"87",2019,"FL","Florida","Lack of health insurance among adults aged 18-64 years","%",21.3,"noInsure"
"88",2019,"DC","District of Columbia","Frequent mental distress among adults","%",11,"mentalDistress"
"89",2019,"GA","Georgia","Food insecure in the past 12 months among households","%",9.9,"noFood"
"90",2019,"HI","Hawaii","Diseases of the heart mortality among all people, underlying cause","cases per 100,000",120.3,"cardioDeath"
"91",2019,"FL","Florida","Consumed vegetables less than one time daily among adults","%",21.6,"noVeg"
"92",2019,"DE","Delaware","Consumed fruit less than one time daily among adults","%",40.1,"noFruit"
"93",2019,"FL","Florida","Current cigarette smoking among adults","%",15.4,"smoking"
"94",2019,"CT","Connecticut","Diseases of the heart mortality among all people, underlying cause","cases per 100,000",143.1,"cardioDeath"
"95",2019,"CT","Connecticut","High school completion among adults aged 18-24","%",90.1,"highSchool"
"96",2019,"CT","Connecticut","No broadband internet subscription among households","%",11.4,"noInternet"
"97",2019,"DE","Delaware","Food insecure in the past 12 months among households","%",11.2,"noFood"
"98",2019,"HI","Hawaii","No leisure-time physical activity among adults","%",23.9,"noActivity"
"99",2019,"GU","Guam","Depression among adults","%",10.6,"depression"
"100",2019,"HI","Hawaii","No broadband internet subscription among households","%",11.4,"noInternet"
"101",2019,"GU","Guam","Obesity among adults","%",33.2,"obesity"
"102",2019,"DC","District of Columbia","Unemployment rate among people 16 years and older in the labor force","%",6.5,"unemployment"
"103",2019,"FL","Florida","Diseases of the heart mortality among all people, underlying cause","cases per 100,000",140.1,"cardioDeath"
"104",2019,"FL","Florida","Depression among adults","%",17.9,"depression"
"105",2019,"HI","Hawaii","Consumed vegetables less than one time daily among adults","%",21.9,"noVeg"
"106",2019,"GA","Georgia","Routine checkup within the past year among adults","%",75.5,"doctor"
"107",2019,"HI","Hawaii","High school completion among adults aged 18-24","%",93.6,"highSchool"
"108",2019,"GU","Guam","Per capita alcohol consumption among people aged 14 years and older","gallons",NA,"alcohol"
"109",2019,"FL","Florida","Unemployment rate among people 16 years and older in the labor force","%",4.5,"unemployment"
"110",2019,"DC","District of Columbia","No leisure-time physical activity among adults","%",19.3,"noActivity"
"111",2019,"CA","California","No broadband internet subscription among households","%",10.1,"noInternet"
"112",2019,"CT","Connecticut","Consumed fruit less than one time daily among adults","%",35.7,"noFruit"
"113",2019,"DC","District of Columbia","High school completion among adults aged 18-24","%",96,"highSchool"
"114",2019,"CA","California","Depression among adults","%",14.6,"depression"
"115",2019,"DE","Delaware","Current cigarette smoking among adults","%",16.5,"smoking"
"116",2019,"CT","Connecticut","Obesity among adults","%",29.1,"obesity"
"117",2019,"ID","Idaho","Per capita alcohol consumption among people aged 14 years and older","gallons",2,"alcohol"
"118",2019,"GA","Georgia","Consumed vegetables less than one time daily among adults","%",19.1,"noVeg"
"119",2019,"FL","Florida","No leisure-time physical activity among adults","%",25.9,"noActivity"
"120",2019,"DC","District of Columbia","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","%",NA,"smokeBan"
"121",2019,"CT","Connecticut","Lack of health insurance among adults aged 18-64 years","%",10.6,"noInsure"
"122",2019,"DC","District of Columbia","Binge drinking prevalence among adults","%",23,"BingeDrink"
"123",2019,"HI","Hawaii","Routine checkup within the past year among adults","%",79.1,"doctor"
"124",2019,"CT","Connecticut","No leisure-time physical activity among adults","%",23.3,"noActivity"
"125",2019,"DC","District of Columbia","Per capita alcohol consumption among people aged 14 years and older","gallons",3.8,"alcohol"
"126",2019,"CT","Connecticut","Consumed vegetables less than one time daily among adults","%",20.3,"noVeg"
"127",2019,"DE","Delaware","Diseases of the heart mortality among all people, underlying cause","cases per 100,000",154.3,"cardioDeath"
"128",2019,"GA","Georgia","High school completion among adults aged 18-24","%",85,"highSchool"
"129",2019,"HI","Hawaii","Living below 150% of the poverty threshold among all people","%",14.6,"poverty"
"130",2019,"CA","California","Current cigarette smoking among adults","%",10.2,"smoking"
"131",2019,"HI","Hawaii","Lack of health insurance among adults aged 18-64 years","%",8.8,"noInsure"
"132",2019,"GA","Georgia","Frequent mental distress among adults","%",15.5,"mentalDistress"
"133",2019,"DE","Delaware","Unemployment rate among people 16 years and older in the labor force","%",4.3,"unemployment"
"134",2019,"GA","Georgia","Binge drinking prevalence among adults","%",16.4,"BingeDrink"
"135",2019,"CT","Connecticut","Binge drinking prevalence among adults","%",17.1,"BingeDrink"
"136",2019,"FL","Florida","No broadband internet subscription among households","%",13.1,"noInternet"
"137",2019,"CO","Colorado","Per capita alcohol consumption among people aged 14 years and older","gallons",2.8,"alcohol"
"138",2019,"CA","California","Unemployment rate among people 16 years and older in the labor force","%",5.1,"unemployment"
"139",2019,"GU","Guam","Food insecure in the past 12 months among households","%",NA,"noFood"
"140",2019,"CT","Connecticut","Living below 150% of the poverty threshold among all people","%",16.6,"poverty"
"141",2019,"CT","Connecticut","Routine checkup within the past year among adults","%",78.9,"doctor"
"142",2019,"DE","Delaware","Living below 150% of the poverty threshold among all people","%",17.3,"poverty"
"143",2019,"FL","Florida","Obesity among adults","%",26.3,"obesity"
"144",2019,"GA","Georgia","Consumed fruit less than one time daily among adults","%",41.1,"noFruit"
"145",2019,"GA","Georgia","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","%",4.7,"smokeBan"
"146",2019,"CT","Connecticut","Current cigarette smoking among adults","%",12.6,"smoking"
"147",2019,"DE","Delaware","Per capita alcohol consumption among people aged 14 years and older","gallons",3.4,"alcohol"
"148",2019,"FL","Florida","Per capita alcohol consumption among people aged 14 years and older","gallons",2.7,"alcohol"
"149",2019,"CO","Colorado","Frequent mental distress among adults","%",12.4,"mentalDistress"
"150",2019,"DE","Delaware","No leisure-time physical activity among adults","%",25.3,"noActivity"
"151",2019,"GA","Georgia","Unemployment rate among people 16 years and older in the labor force","%",4.9,"unemployment"
"152",2019,"ID","Idaho","Binge drinking prevalence among adults","%",17.5,"BingeDrink"
"153",2019,"DE","Delaware","High school completion among adults aged 18-24","%",89.1,"highSchool"
"154",2019,"GA","Georgia","Diseases of the heart mortality among all people, underlying cause","cases per 100,000",175.5,"cardioDeath"
"155",2019,"HI","Hawaii","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","%",100,"smokeBan"
"156",2019,"CO","Colorado","Routine checkup within the past year among adults","%",68,"doctor"
"157",2019,"GU","Guam","Current cigarette smoking among adults","%",23,"smoking"
"158",2019,"HI","Hawaii","Average mentally unhealthy days among adults","Number",3.5,"badDays"
"159",2019,"DC","District of Columbia","Average mentally unhealthy days among adults","Number",4.3,"badDays"
"160",2019,"CA","California","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","%",100,"smokeBan"
"161",2019,"CO","Colorado","Obesity among adults","%",23.6,"obesity"
"162",2019,"CO","Colorado","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","%",100,"smokeBan"
"163",2019,"GA","Georgia","Depression among adults","%",17.1,"depression"
"164",2019,"HI","Hawaii","Binge drinking prevalence among adults","%",18.7,"BingeDrink"
"165",2019,"CO","Colorado","Unemployment rate among people 16 years and older in the labor force","%",3.7,"unemployment"
"166",2019,"GU","Guam","No leisure-time physical activity among adults","%",29.9,"noActivity"
"167",2019,"GA","Georgia","Average mentally unhealthy days among adults","Number",3.4,"badDays"
"168",2019,"GU","Guam","Lack of health insurance among adults aged 18-64 years","%",22.3,"noInsure"
"169",2019,"CA","California","Lack of health insurance among adults aged 18-64 years","%",15.2,"noInsure"
"170",2019,"CO","Colorado","Food insecure in the past 12 months among households","%",10.5,"noFood"
"171",2019,"DC","District of Columbia","No broadband internet subscription among households","%",12.7,"noInternet"
"172",2019,"HI","Hawaii","Consumed fruit less than one time daily among adults","%",43.5,"noFruit"
"173",2019,"FL","Florida","Frequent mental distress among adults","%",14.3,"mentalDistress"
"174",2019,"DC","District of Columbia","Consumed fruit less than one time daily among adults","%",32.8,"noFruit"
"175",2019,"GU","Guam","Consumed fruit less than one time daily among adults","%",41.8,"noFruit"
"176",2019,"GU","Guam","Consumed vegetables less than one time daily among adults","%",27.1,"noVeg"
"177",2019,"GU","Guam","Routine checkup within the past year among adults","%",73.5,"doctor"
"178",2019,"CT","Connecticut","Average mentally unhealthy days among adults","Number",3.9,"badDays"
"179",2019,"CT","Connecticut","Per capita alcohol consumption among people aged 14 years and older","gallons",2.5,"alcohol"
"180",2019,"CO","Colorado","Current cigarette smoking among adults","%",13.7,"smoking"
"181",2019,"CA","California","Consumed vegetables less than one time daily among adults","%",24,"noVeg"
"182",2019,"GA","Georgia","Obesity among adults","%",33.4,"obesity"
"183",2019,"HI","Hawaii","Unemployment rate among people 16 years and older in the labor force","%",3.5,"unemployment"
"184",2019,"GA","Georgia","Current cigarette smoking among adults","%",16.7,"smoking"
"185",2019,"CA","California","Routine checkup within the past year among adults","%",71,"doctor"
"186",2019,"GU","Guam","Average mentally unhealthy days among adults","Number",2.9,"badDays"
"187",2019,"GA","Georgia","Living below 150% of the poverty threshold among all people","%",22.3,"poverty"
"188",2019,"CT","Connecticut","Unemployment rate among people 16 years and older in the labor force","%",5.5,"unemployment"
"189",2019,"CO","Colorado","No leisure-time physical activity among adults","%",18.7,"noActivity"
"190",2019,"FL","Florida","Living below 150% of the poverty threshold among all people","%",21.9,"poverty"
"191",2019,"HI","Hawaii","Per capita alcohol consumption among people aged 14 years and older","gallons",2.7,"alcohol"
"192",2019,"DE","Delaware","Routine checkup within the past year among adults","%",80.4,"doctor"
"193",2019,"FL","Florida","Routine checkup within the past year among adults","%",75.8,"doctor"
"194",2019,"CO","Colorado","Lack of health insurance among adults aged 18-64 years","%",15.2,"noInsure"
"195",2019,"DC","District of Columbia","Consumed vegetables less than one time daily among adults","%",17,"noVeg"
"196",2019,"DC","District of Columbia","Obesity among adults","%",24.4,"obesity"
"197",2019,"GU","Guam","Binge drinking prevalence among adults","%",16.9,"BingeDrink"
"198",2019,"HI","Hawaii","Depression among adults","%",13,"depression"
"199",2019,"DE","Delaware","Lack of health insurance among adults aged 18-64 years","%",13.5,"noInsure"
"200",2019,"CO","Colorado","Binge drinking prevalence among adults","%",18.8,"BingeDrink"
"201",2019,"CA","California","Frequent mental distress among adults","%",12,"mentalDistress"
"202",2019,"GU","Guam","Frequent mental distress among adults","%",12.9,"mentalDistress"
"203",2019,"HI","Hawaii","Current cigarette smoking among adults","%",12.9,"smoking"
"204",2019,"DC","District of Columbia","Lack of health insurance among adults aged 18-64 years","%",8.6,"noInsure"
"205",2019,"GA","Georgia","No broadband internet subscription among households","%",15,"noInternet"
"206",2019,"CA","California","Living below 150% of the poverty threshold among all people","%",19.6,"poverty"
"207",2019,"CT","Connecticut","Depression among adults","%",14.4,"depression"
"208",2019,"CO","Colorado","No broadband internet subscription among households","%",8.8,"noInternet"
"209",2019,"DE","Delaware","No broadband internet subscription among households","%",10.5,"noInternet"
"210",2019,"CO","Colorado","Living below 150% of the poverty threshold among all people","%",15.3,"poverty"
"211",2019,"DE","Delaware","Binge drinking prevalence among adults","%",18.6,"BingeDrink"
"212",2019,"HI","Hawaii","Obesity among adults","%",25.5,"obesity"
"213",2019,"DE","Delaware","Average mentally unhealthy days among adults","Number",3.3,"badDays"
"214",2019,"CO","Colorado","Consumed vegetables less than one time daily among adults","%",19.5,"noVeg"
"215",2019,"DC","District of Columbia","Living below 150% of the poverty threshold among all people","%",20.1,"poverty"
"216",2019,"HI","Hawaii","Food insecure in the past 12 months among households","%",9.1,"noFood"
"217",2019,"DC","District of Columbia","Routine checkup within the past year among adults","%",79.5,"doctor"
"218",2019,"DC","District of Columbia","Current cigarette smoking among adults","%",12.8,"smoking"
"219",2019,"GU","Guam","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","%",0,"smokeBan"
"220",2019,"CA","California","High school completion among adults aged 18-24","%",90.1,"highSchool"
"221",2019,"DE","Delaware","Depression among adults","%",19.7,"depression"
"222",2019,"DC","District of Columbia","Food insecure in the past 12 months among households","%",9,"noFood"
"223",2019,"CT","Connecticut","Frequent mental distress among adults","%",11.6,"mentalDistress"
"224",2019,"CT","Connecticut","Food insecure in the past 12 months among households","%",9.6,"noFood"
"225",2019,"CO","Colorado","Diseases of the heart mortality among all people, underlying cause","cases per 100,000",127.7,"cardioDeath"
"226",2019,"GA","Georgia","Per capita alcohol consumption among people aged 14 years and older","gallons",1.9,"alcohol"
"227",2019,"CO","Colorado","Consumed fruit less than one time daily among adults","%",38.1,"noFruit"
"228",2019,"DE","Delaware","Frequent mental distress among adults","%",14.3,"mentalDistress"
"229",2019,"DE","Delaware","Consumed vegetables less than one time daily among adults","%",20.5,"noVeg"
"230",2019,"CO","Colorado","Average mentally unhealthy days among adults","Number",4.5,"badDays"
"231",2019,"DE","Delaware","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","%",100,"smokeBan"
"232",2019,"DC","District of Columbia","Diseases of the heart mortality among all people, underlying cause","cases per 100,000",169.5,"cardioDeath"
"233",2019,"FL","Florida","Binge drinking prevalence among adults","%",17.7,"BingeDrink"
"234",2019,"GA","Georgia","No leisure-time physical activity among adults","%",27.4,"noActivity"
"235",2019,"FL","Florida","Consumed fruit less than one time daily among adults","%",NA,"noFruit"
"236",2019,"FL","Florida","High school completion among adults aged 18-24","%",85.8,"highSchool"
"237",2019,"CT","Connecticut","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","%",0,"smokeBan"
"238",2019,"CA","California","No leisure-time physical activity among adults","%",22.3,"noActivity"
"239",2019,"CA","California","Consumed fruit less than one time daily among adults","%",36.4,"noFruit"
"240",2019,"HI","Hawaii","Frequent mental distress among adults","%",11.5,"mentalDistress"
"241",2019,"FL","Florida","Average mentally unhealthy days among adults","Number",2.9,"badDays"
"242",2019,"CA","California","Average mentally unhealthy days among adults","Number",3.7,"badDays"
"243",2019,"CA","California","Food insecure in the past 12 months among households","%",9.6,"noFood"
"244",2019,"FL","Florida","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","%",0,"smokeBan"
"245",2019,"CO","Colorado","High school completion among adults aged 18-24","%",88.5,"highSchool"
"246",2019,"ME","Maine","Food insecure in the past 12 months among households","%",9.5,"noFood"
"247",2019,"KS","Kansas","Lack of health insurance among adults aged 18-64 years","%",15.5,"noInsure"
"248",2019,"KS","Kansas","Food insecure in the past 12 months among households","%",10.2,"noFood"
"249",2019,"KS","Kansas","Binge drinking prevalence among adults","%",18.5,"BingeDrink"
"250",2019,"ID","Idaho","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","%",13.2,"smokeBan"
"251",2019,"ME","Maine","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","%",100,"smokeBan"
"252",2019,"IA","Iowa","Binge drinking prevalence among adults","%",23.3,"BingeDrink"
"253",2019,"LA","Louisiana","Unemployment rate among people 16 years and older in the labor force","%",5.4,"unemployment"
"254",2019,"KY","Kentucky","Obesity among adults","%",36.4,"obesity"
"255",2019,"IL","Illinois","Unemployment rate among people 16 years and older in the labor force","%",4.7,"unemployment"
"256",2019,"IN","Indiana","No leisure-time physical activity among adults","%",30.6,"noActivity"
"257",2019,"KS","Kansas","Consumed vegetables less than one time daily among adults","%",19.9,"noVeg"
"258",2019,"IL","Illinois","Routine checkup within the past year among adults","%",75.3,"doctor"
"259",2019,"LA","Louisiana","Binge drinking prevalence among adults","%",19.8,"BingeDrink"
"260",2019,"LA","Louisiana","Routine checkup within the past year among adults","%",79.9,"doctor"
"261",2019,"ME","Maine","No broadband internet subscription among households","%",15.7,"noInternet"
"262",2019,"IA","Iowa","No broadband internet subscription among households","%",16,"noInternet"
"263",2019,"ME","Maine","Lack of health insurance among adults aged 18-64 years","%",14.1,"noInsure"
"264",2019,"IN","Indiana","Binge drinking prevalence among adults","%",16.5,"BingeDrink"
"265",2019,"IN","Indiana","Food insecure in the past 12 months among households","%",9.7,"noFood"
"266",2019,"KY","Kentucky","High school completion among adults aged 18-24","%",87.7,"highSchool"
"267",2019,"KS","Kansas","Current cigarette smoking among adults","%",16.9,"smoking"
"268",2019,"KY","Kentucky","Food insecure in the past 12 months among households","%",12.3,"noFood"
"269",2019,"MD","Maryland","Binge drinking prevalence among adults","%",14.6,"BingeDrink"
"270",2019,"ME","Maine","Obesity among adults","%",31.4,"obesity"
"271",2019,"IL","Illinois","Food insecure in the past 12 months among households","%",9.4,"noFood"
"272",2019,"KS","Kansas","No leisure-time physical activity among adults","%",26.7,"noActivity"
"273",2019,"ME","Maine","Living below 150% of the poverty threshold among all people","%",18.6,"poverty"
"274",2019,"KY","Kentucky","No broadband internet subscription among households","%",16.5,"noInternet"
"275",2019,"IA","Iowa","Routine checkup within the past year among adults","%",77,"doctor"
"276",2019,"LA","Louisiana","High school completion among adults aged 18-24","%",84.6,"highSchool"
"277",2019,"IA","Iowa","High school completion among adults aged 18-24","%",90,"highSchool"
"278",2019,"IN","Indiana","Lack of health insurance among adults aged 18-64 years","%",13.6,"noInsure"
"279",2019,"ID","Idaho","High school completion among adults aged 18-24","%",87.3,"highSchool"
"280",2019,"IA","Iowa","Diseases of the heart mortality among all people, underlying cause","cases per 100,000",172.9,"cardioDeath"
"281",2019,"ME","Maine","Unemployment rate among people 16 years and older in the labor force","%",3.3,"unemployment"
"282",2019,"ME","Maine","Per capita alcohol consumption among people aged 14 years and older","gallons",2.9,"alcohol"
"283",2019,"IL","Illinois","Binge drinking prevalence among adults","%",21,"BingeDrink"
"284",2019,"IN","Indiana","Consumed fruit less than one time daily among adults","%",42.9,"noFruit"
"285",2019,"KS","Kansas","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","%",100,"smokeBan"
"286",2019,"IA","Iowa","Current cigarette smoking among adults","%",17.3,"smoking"
"287",2019,"KS","Kansas","Routine checkup within the past year among adults","%",74,"doctor"
"288",2019,"LA","Louisiana","Food insecure in the past 12 months among households","%",14.5,"noFood"
"289",2019,"IL","Illinois","Living below 150% of the poverty threshold among all people","%",18.7,"poverty"
"290",2019,"ME","Maine","Frequent mental distress among adults","%",15.5,"mentalDistress"
"291",2019,"IN","Indiana","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","%",31.5,"smokeBan"
"292",2019,"ID","Idaho","Consumed vegetables less than one time daily among adults","%",16.6,"noVeg"
"293",2019,"LA","Louisiana","Current cigarette smoking among adults","%",22.6,"smoking"
"294",2019,"LA","Louisiana","Consumed fruit less than one time daily among adults","%",49,"noFruit"
"295",2019,"IN","Indiana","Routine checkup within the past year among adults","%",75.5,"doctor"
"296",2019,"IA","Iowa","Per capita alcohol consumption among people aged 14 years and older","gallons",2.4,"alcohol"
"297",2019,"KY","Kentucky","Living below 150% of the poverty threshold among all people","%",25.3,"poverty"
"298",2019,"ID","Idaho","No leisure-time physical activity among adults","%",23.3,"noActivity"
"299",2019,"IL","Illinois","Depression among adults","%",18.5,"depression"
"300",2019,"IA","Iowa","Consumed vegetables less than one time daily among adults","%",22.8,"noVeg"
"301",2019,"IN","Indiana","Unemployment rate among people 16 years and older in the labor force","%",4.2,"unemployment"
"302",2019,"LA","Louisiana","No leisure-time physical activity among adults","%",31.5,"noActivity"
"303",2019,"MD","Maryland","Diseases of the heart mortality among all people, underlying cause","cases per 100,000",159.3,"cardioDeath"
