"","MarketID","MarketSize","LocationID","AgeOfStore","Promotion","week","SalesInThousands"
"48",1,"Medium",12,12,"1",4,71.5726129942136
"49",1,"Medium",13,12,"1",1,113.754874924137
"50",1,"Medium",13,12,"1",2,28.6363723993851
"51",1,"Medium",13,12,"1",3,95.9255483561773
"52",1,"Medium",13,12,"1",4,103.90806875874
"53",2,"Small",101,22,"1",1,118.860700267889
"54",2,"Small",101,22,"1",2,133.638443943555
"55",2,"Small",101,22,"1",3,127.696839383287
"56",2,"Small",101,22,"1",4,99.9587947918288
"57",2,"Small",102,8,"3",1,147.89989375351
"58",2,"Small",102,8,"3",2,113.533174412422
"59",2,"Small",102,8,"3",3,121.082759919225
"60",2,"Small",102,8,"3",4,73.1545545180269
"61",2,"Small",103,22,"3",1,88.4102355255969
"62",2,"Small",103,22,"3",2,134.558915362591
"63",2,"Small",103,22,"3",3,84.6231250019742
"64",2,"Small",103,22,"3",4,116.891029943573
"65",2,"Small",104,19,"3",1,117.012122856239
"66",2,"Small",104,19,"3",2,126.345469559405
"67",2,"Small",104,19,"3",3,78.0335407659016
"68",2,"Small",104,19,"3",4,71.2335387460058
"69",2,"Small",105,8,"3",1,123.196238318313
"70",2,"Small",105,8,"3",2,77.2945397528568
"71",2,"Small",105,8,"3",3,141.973743680372
"72",2,"Small",105,8,"3",4,71.5083333901627
"73",2,"Small",106,5,"3",1,113.341525965795
"74",2,"Small",106,5,"3",2,65.2227252905008
"75",2,"Small",106,5,"3",3,68.0275090381392
"76",2,"Small",106,5,"3",4,135.004143705553
"77",3,"Large",201,4,"3",1,160.692249276731
"78",3,"Large",201,4,"3",2,110.142400743478
"79",3,"Large",201,4,"3",3,160.310081393984
"80",3,"Large",201,4,"3",4,82.9868018626809
"81",3,"Large",202,8,"1",1,158.525405324959
"82",3,"Large",202,8,"1",2,143.522463596556
"83",3,"Large",202,8,"1",3,98.224523947632
"84",3,"Large",202,8,"1",4,157.474968238547
"85",3,"Large",203,12,"3",1,139.474490544036
"86",3,"Large",203,12,"3",2,157.146500507372
"87",3,"Large",203,12,"3",3,95.1564546723271
"88",3,"Large",203,12,"3",4,121.436191544098
"89",3,"Large",204,1,"2",1,139.602795002116
"90",3,"Large",204,1,"2",2,121.390107843289
"91",3,"Large",204,1,"2",3,118.131921458645
"92",3,"Large",204,1,"2",4,211.028323634723
"93",3,"Large",205,19,"3",1,139.281510285086
"94",3,"Large",205,19,"3",2,176.403279620606
"95",3,"Large",205,19,"3",3,127.249314245136
"96",3,"Large",205,19,"3",4,116.895145202432
"97",3,"Large",206,11,"3",1,169.635305683552
"98",3,"Large",206,11,"3",2,170.87262879489
"99",3,"Large",206,11,"3",3,103.031456057918
"100",3,"Large",206,11,"3",4,123.348584110221
"101",3,"Large",207,1,"3",1,92.4403476318898
"102",3,"Large",207,1,"3",2,109.70685120335
"103",3,"Large",207,1,"3",3,172.95957279982
"104",3,"Large",207,1,"3",4,148.721665651207
"105",3,"Large",208,1,"3",1,120.497428312658
"106",3,"Large",208,1,"3",2,147.531222347182
"107",3,"Large",208,1,"3",3,112.753141935474
"108",3,"Large",208,1,"3",4,134.130099407462
"109",3,"Large",209,1,"1",1,175.335166981095
"110",3,"Large",209,1,"1",2,168.311969067538
"111",3,"Large",209,1,"1",3,149.070315529297
"112",3,"Large",209,1,"1",4,126.891491664624
"113",3,"Large",210,19,"1",1,160.643401429742
"114",3,"Large",210,19,"1",2,146.887728675246
"115",3,"Large",210,19,"1",3,140.266533145496
"116",3,"Large",210,19,"1",4,146.225384810995
"117",3,"Large",211,13,"2",1,251.420445314711
"118",3,"Large",211,13,"2",2,91.8734021975007
"119",3,"Large",211,13,"2",3,63.5312657392211
"120",3,"Large",211,13,"2",4,159.255724403411
"121",3,"Large",212,3,"3",1,167.422151468253
"122",3,"Large",212,3,"3",2,171.914717821089
"123",3,"Large",212,3,"3",3,108.149156983157
"124",3,"Large",212,3,"3",4,108.929286364723
"125",3,"Large",213,4,"2",1,84.1880914389901
"126",3,"Large",213,4,"2",2,90.0856764930021
"127",3,"Large",213,4,"2",3,172.609673256744
"128",3,"Large",213,4,"2",4,123.722455597091
"129",3,"Large",214,5,"1",1,130.216983633533
"130",3,"Large",214,5,"1",2,134.202193235844
"131",3,"Large",214,5,"1",3,149.383028454889
"132",3,"Large",214,5,"1",4,138.247393272609
"133",3,"Large",215,7,"2",1,60.6927028378472
"134",3,"Large",215,7,"2",2,153.084410229335
"135",3,"Large",215,7,"2",3,2.81520975306033
"136",3,"Large",215,7,"2",4,287.079410432372
"137",3,"Large",216,4,"3",1,134.730967559853
"138",3,"Large",216,4,"3",2,140.644766449123
"139",3,"Large",216,4,"3",3,179.743980879587
"140",3,"Large",216,4,"3",4,106.074932692744
"141",3,"Large",217,5,"3",1,185.829286939485
"142",3,"Large",217,5,"3",2,141.181442122583
"143",3,"Large",217,5,"3",3,114.005520770538
"144",3,"Large",217,5,"3",4,109.897631819644
"145",3,"Large",218,2,"1",1,111.502667184673
"146",3,"Large",218,2,"1",2,180.493072068968
"147",3,"Large",218,2,"1",3,155.753370757288
"148",3,"Large",218,2,"1",4,151.523865605212
"149",3,"Large",219,7,"2",1,75.9797213787958
"150",3,"Large",219,7,"2",2,177.945004866123
"151",3,"Large",219,7,"2",3,65.628735628305
"152",3,"Large",219,7,"2",4,183.653597578071
"153",3,"Large",220,3,"1",1,155.038122190475
"154",3,"Large",220,3,"1",2,130.848093450343
"155",3,"Large",220,3,"1",3,158.774588285761
"156",3,"Large",220,3,"1",4,116.151655367398
"157",3,"Large",221,23,"2",1,14.5132834117115
"158",3,"Large",221,23,"2",2,186.876259848448
"159",3,"Large",221,23,"2",3,54.471571588628
"160",3,"Large",221,23,"2",4,247.699074993413
"161",3,"Large",222,6,"1",1,129.173895534303
"162",3,"Large",222,6,"1",2,166.908933900118
"163",3,"Large",222,6,"1",3,134.245680208309
"164",3,"Large",222,6,"1",4,127.035885576786
"165",4,"Small",301,1,"2",1,34.722157734111
"166",4,"Small",301,1,"2",2,143.011392070269
"167",4,"Small",301,1,"2",3,104.977426850013
"168",4,"Small",301,1,"2",4,118.96024292917
"169",4,"Small",302,7,"3",1,68.043388027026
"170",4,"Small",302,7,"3",2,92.9732719552767
"171",4,"Small",302,7,"3",3,130.489299265352
"172",4,"Small",302,7,"3",4,147.948185540349
"173",4,"Small",303,9,"1",1,154.018965586198
"174",4,"Small",303,9,"1",2,60.0138477950221
"175",4,"Small",303,9,"1",3,130.283745628397
"176",4,"Small",303,9,"1",4,121.323610251772
"177",4,"Small",304,3,"1",1,118.859520226121
"178",4,"Small",304,3,"1",2,39.6801182262229
"179",4,"Small",304,3,"1",3,130.54568362668
"180",4,"Small",304,3,"1",4,170.479424997085
"181",4,"Small",305,2,"2",1,58.7392259297054
"182",4,"Small",305,2,"2",2,107.238681930238
"183",4,"Small",305,2,"2",3,151.272611490348
"184",4,"Small",305,2,"2",4,13.3956192777213
"185",4,"Small",306,13,"1",1,146.94456179378
"186",4,"Small",306,13,"1",2,145.482980598745
"187",4,"Small",306,13,"1",3,103.206515378086
"188",4,"Small",306,13,"1",4,111.021427210095
"189",4,"Small",307,7,"2",1,111.657602372831
"190",4,"Small",307,7,"2",2,47.2728674042411
"191",4,"Small",307,7,"2",3,15.104100784827
"192",4,"Small",307,7,"2",4,218.718251977134
"193",4,"Small",308,28,"2",1,117.768871036479
"194",4,"Small",308,28,"2",2,213.702408357281
"195",4,"Small",308,28,"2",3,50.1833225512598
"196",4,"Small",308,28,"2",4,52.2437051005382
"197",4,"Small",309,8,"1",1,95.3351076758422
"198",4,"Small",309,8,"1",2,83.3336514105418
"199",4,"Small",309,8,"1",3,112.596016125771
"200",4,"Small",309,8,"1",4,131.542925474285
"201",5,"Medium",401,5,"3",1,141.13750228481
"202",5,"Medium",401,5,"3",2,60.5337267586478
"203",5,"Medium",401,5,"3",3,69.3653788349503
"204",5,"Medium",401,5,"3",4,105.697721694679
"205",5,"Medium",402,25,"2",1,54.3428610575851
"206",5,"Medium",402,25,"2",2,106.85196614542
"207",5,"Medium",402,25,"2",3,152.411114643356
"208",5,"Medium",402,25,"2",4,32.8885183557402
"209",5,"Medium",403,19,"2",1,95.402433137605
"210",5,"Medium",403,19,"2",2,2.08151060382717
"211",5,"Medium",403,19,"2",3,97.7343957727868
"212",5,"Medium",403,19,"2",4,175.322729700143
"213",5,"Medium",404,8,"2",1,85.591889093956
"214",5,"Medium",404,8,"2",2,181.636844861005
"215",5,"Medium",404,8,"2",3,56.696689388426
"216",5,"Medium",404,8,"2",4,127.188480309676
"217",5,"Medium",405,4,"2",1,159.061782165961
"218",5,"Medium",405,4,"2",2,4.27675479816004
"219",5,"Medium",405,4,"2",3,162.598445353871
"220",5,"Medium",405,4,"2",4,16.2706911566015
"221",5,"Medium",406,3,"2",1,108.83673118283
"222",5,"Medium",406,3,"2",2,71.1109357156418
"223",5,"Medium",406,3,"2",3,126.448460769299
"224",5,"Medium",406,3,"2",4,78.3054318377562
"225",5,"Medium",407,6,"3",1,56.1919849717125
"226",5,"Medium",407,6,"3",2,132.874896978253
"227",5,"Medium",407,6,"3",3,99.201316472328
"228",5,"Medium",407,6,"3",4,81.6825354145363
"229",5,"Medium",408,9,"2",1,242.58167478947
"230",5,"Medium",408,9,"2",2,51.3703037063405
"231",5,"Medium",408,9,"2",3,141.095443017725
"232",5,"Medium",408,9,"2",4,15.6914428835642
"233",5,"Medium",409,14,"2",1,52.4102102739085
"234",5,"Medium",409,14,"2",2,71.7957382545993
"235",5,"Medium",409,14,"2",3,68.6012803589553
"236",5,"Medium",409,14,"2",4,119.318841906264
"237",5,"Medium",410,11,"1",1,55.4484754119048
"238",5,"Medium",410,11,"1",2,147.214674987415
"239",5,"Medium",410,11,"1",3,122.268672806237
"240",5,"Medium",410,11,"1",4,132.866513749289
"241",5,"Medium",411,23,"3",1,85.1645286357825
"242",5,"Medium",411,23,"3",2,117.235978294742
"243",5,"Medium",411,23,"3",3,128.898792672744
"244",5,"Medium",411,23,"3",4,57.766103224046
"245",5,"Medium",412,6,"1",1,77.7117438835863
"246",5,"Medium",412,6,"1",2,140.469281223836
"247",5,"Medium",412,6,"1",3,74.1507990612867
"248",5,"Medium",412,6,"1",4,93.3551591950337
"249",5,"Medium",413,1,"2",1,32.5509618997946
"250",5,"Medium",413,1,"2",2,107.00927444784
"251",5,"Medium",413,1,"2",3,17.7813479922805
"252",5,"Medium",413,1,"2",4,81.9781693605334
"253",5,"Medium",414,1,"3",1,116.635934614915
"254",5,"Medium",414,1,"3",2,88.2253477216365
"255",5,"Medium",414,1,"3",3,81.7515298582101
"256",5,"Medium",414,1,"3",4,140.120204314827
"257",5,"Medium",415,12,"3",1,114.892568287495
"258",5,"Medium",415,12,"3",2,63.7799387038991
"259",5,"Medium",415,12,"3",3,120.855439812295
"260",5,"Medium",415,12,"3",4,59.2715002124279
"261",6,"Medium",501,6,"3",1,117.131935992672
"262",6,"Medium",501,6,"3",2,95.965568871537
"263",6,"Medium",501,6,"3",3,82.3027944296712
"264",6,"Medium",501,6,"3",4,75.2598044233023
"265",6,"Medium",502,19,"2",1,72.8500168722216
"266",6,"Medium",502,19,"2",2,12.2357415520679
"267",6,"Medium",502,19,"2",3,104.351253116606
"268",6,"Medium",502,19,"2",4,12.1837235744577
"269",6,"Medium",503,2,"2",1,73.8298697695602
"270",6,"Medium",503,2,"2",2,77.2906322434731
"271",6,"Medium",503,2,"2",3,32.9420184570272
"272",6,"Medium",503,2,"2",4,51.1794901711866
"273",6,"Medium",504,4,"1",1,112.793506660314
"274",6,"Medium",504,4,"1",2,59.1686757387742
"275",6,"Medium",504,4,"1",3,89.1480609384267
"276",6,"Medium",504,4,"1",4,97.9908471192929
"277",6,"Medium",505,1,"2",1,0.887773426216772
"278",6,"Medium",505,1,"2",2,72.6796602351498
"279",6,"Medium",505,1,"2",3,159.73897191193
"280",6,"Medium",505,1,"2",4,129.387408807557
"281",6,"Medium",506,12,"2",1,147.710628104443
"282",6,"Medium",506,12,"2",2,101.293964818157
"283",6,"Medium",506,12,"2",3,50.4726458614692
"284",6,"Medium",506,12,"2",4,60.3409502471238
"285",6,"Medium",507,5,"2",1,47.8487080406398
"286",6,"Medium",507,5,"2",2,57.4665907788184
"287",6,"Medium",507,5,"2",3,122.744297355982
"288",6,"Medium",507,5,"2",4,72.7097920685168
"289",6,"Medium",508,5,"3",1,124.044130822785
"290",6,"Medium",508,5,"3",2,94.7092924406041
"291",6,"Medium",508,5,"3",3,47.0368287987011
"292",6,"Medium",508,5,"3",4,56.4819432439772
"293",6,"Medium",509,8,"1",1,87.0651117806997
"294",6,"Medium",509,8,"1",2,152.61036008892
"295",6,"Medium",509,8,"1",3,68.3863191004702
"296",6,"Medium",509,8,"1",4,80.4854243711456
"297",6,"Medium",510,7,"2",1,69.1174881078582
"298",6,"Medium",510,7,"2",2,108.75534721463
"299",6,"Medium",510,7,"2",3,4.8600486875046
"300",6,"Medium",510,7,"2",4,71.2654950275365
"301",6,"Medium",511,24,"3",1,127.99119466838
"302",6,"Medium",511,24,"3",2,102.052812564034
"303",6,"Medium",511,24,"3",3,66.9540881200344
"304",6,"Medium",511,24,"3",4,84.1329306683679
"305",6,"Medium",512,4,"1",1,70.8720510093924
"306",6,"Medium",512,4,"1",2,137.153429633051
"307",6,"Medium",512,4,"1",3,112.945264809784
"308",6,"Medium",512,4,"1",4,49.7879588560028
"309",6,"Medium",513,7,"1",1,132.736502479986
"310",6,"Medium",513,7,"1",2,122.151575351109
"311",6,"Medium",513,7,"1",3,84.2174831706654
"312",6,"Medium",513,7,"1",4,83.1677800199783
"313",6,"Medium",514,6,"1",1,87.7819991155761
"314",6,"Medium",514,6,"1",2,124.988000937765
"315",6,"Medium",514,6,"1",3,42.6242876919551
"316",6,"Medium",514,6,"1",4,137.545503700545
"317",6,"Medium",515,8,"3",1,47.6109022586449
"318",6,"Medium",515,8,"3",2,66.608915578047
"319",6,"Medium",515,8,"3",3,91.7023992278572
"320",6,"Medium",515,8,"3",4,111.37189339597
"321",7,"Medium",601,7,"3",1,80.0309162933857
"322",7,"Medium",601,7,"3",2,140.333308421406
"323",7,"Medium",601,7,"3",3,47.9600802525298
"324",7,"Medium",601,7,"3",4,122.172524349018
"325",7,"Medium",602,4,"3",1,98.8174650520641
"326",7,"Medium",602,4,"3",2,121.567509105988
"327",7,"Medium",602,4,"3",3,78.5667235394357
"328",7,"Medium",602,4,"3",4,57.9031601211757
"329",7,"Medium",603,4,"2",1,7.702607213216
"330",7,"Medium",603,4,"2",2,146.692593040634
"331",7,"Medium",603,4,"2",3,189.902254082551
"332",7,"Medium",603,4,"2",4,45.4494538989849
"333",7,"Medium",604,11,"3",1,126.56009071492
"334",7,"Medium",604,11,"3",2,106.866504631363
"335",7,"Medium",604,11,"3",3,90.569621068947
"336",7,"Medium",604,11,"3",4,47.4379740391835
"337",7,"Medium",605,8,"3",1,52.5597846358154
"338",7,"Medium",605,8,"3",2,119.064337884784
"339",7,"Medium",605,8,"3",3,59.8836389224463
"340",7,"Medium",605,8,"3",4,106.14882222147
"341",7,"Medium",606,8,"3",1,123.249191549812
"342",7,"Medium",606,8,"3",2,48.4937886555631
"343",7,"Medium",606,8,"3",3,102.607936694676
"344",7,"Medium",606,8,"3",4,83.5601113411658
"345",7,"Medium",607,3,"2",1,84.2581740113534
"346",7,"Medium",607,3,"2",2,84.0574393442366
"347",7,"Medium",607,3,"2",3,2.01955523082207
"348",7,"Medium",607,3,"2",4,170.302204121724
"349",7,"Medium",608,18,"1",1,120.104352764864
"350",7,"Medium",608,18,"1",2,115.601901826067
"351",7,"Medium",608,18,"1",3,112.294177454943
"352",7,"Medium",608,18,"1",4,95.366855672661
"353",7,"Medium",609,9,"1",1,63.9146812677168
"354",7,"Medium",609,9,"1",2,173.667490975014
"355",7,"Medium",609,9,"1",3,75.9092317423841
"356",7,"Medium",609,9,"1",4,124.569072547015
"357",7,"Medium",610,4,"1",1,93.9835901476499
"358",7,"Medium",610,4,"1",2,107.703420088942
"359",7,"Medium",610,4,"1",3,112.244208022979
"360",7,"Medium",610,4,"1",4,71.6282847183512
"361",7,"Medium",611,11,"3",1,54.9465970118723
"362",7,"Medium",611,11,"3",2,142.650903127906
"363",7,"Medium",611,11,"3",3,103.547513462988
"364",7,"Medium",611,11,"3",4,100.414619139385
"365",7,"Medium",612,1,"3",1,123.337217788087
"366",7,"Medium",612,1,"3",2,58.3434422557227
"367",7,"Medium",612,1,"3",3,96.9884984500782
"368",7,"Medium",612,1,"3",4,72.7097373891123
"369",7,"Medium",613,18,"1",1,59.5578990117372
"370",7,"Medium",613,18,"1",2,100.710518690405
"371",7,"Medium",613,18,"1",3,152.138466863438
"372",7,"Medium",613,18,"1",4,119.945278039154
"373",7,"Medium",614,8,"2",1,22.0670306342095
"374",7,"Medium",614,8,"2",2,218.212096793074
"375",7,"Medium",614,8,"2",3,29.1563998844009
"376",7,"Medium",614,8,"2",4,76.5110898918007
"377",7,"Medium",615,1,"2",1,101.219629975036
"378",7,"Medium",615,1,"2",2,97.2580536973663
"379",7,"Medium",615,1,"2",3,58.4760129190329
"380",7,"Medium",615,1,"2",4,29.6991810891405
"381",8,"Medium",701,1,"3",1,96.4497437870325
"382",8,"Medium",701,1,"3",2,137.14909235517
"383",8,"Medium",701,1,"3",3,142.412666760806
"384",8,"Medium",701,1,"3",4,59.7370661007141
"385",8,"Medium",702,13,"1",1,135.444596800515
"386",8,"Medium",702,13,"1",2,95.5851190017757
"387",8,"Medium",702,13,"1",3,34.1079234826979
"388",8,"Medium",702,13,"1",4,113.590505895273
"389",8,"Medium",703,4,"1",1,129.670415917639
"390",8,"Medium",703,4,"1",2,113.465441026239
"391",8,"Medium",703,4,"1",3,74.7246192479843
"392",8,"Medium",703,4,"1",4,122.461153186897
"393",8,"Medium",704,27,"1",1,75.9301193286028
"394",8,"Medium",704,27,"1",2,99.9156609494806
"395",8,"Medium",704,27,"1",3,126.133843083356
"396",8,"Medium",704,27,"1",4,93.0013575950422
"397",8,"Medium",705,22,"3",1,134.591527012713
"398",8,"Medium",705,22,"3",2,95.7713697336708
"399",8,"Medium",705,22,"3",3,52.8069736225078
"400",8,"Medium",705,22,"3",4,141.865675308295
"401",8,"Medium",706,17,"3",1,97.5804364418855
"402",8,"Medium",706,17,"3",2,130.029126321845
"403",8,"Medium",706,17,"3",3,131.424661195692
"404",8,"Medium",706,17,"3",4,76.4386569666923
"405",8,"Medium",707,5,"1",1,148.44075021604
"406",8,"Medium",707,5,"1",2,75.6897803994882
"407",8,"Medium",707,5,"1",3,128.609592671694
"408",8,"Medium",707,5,"1",4,53.4979562397494
"409",8,"Medium",708,15,"2",1,64.1069995606225
"410",8,"Medium",708,15,"2",2,114.854870390128
"411",8,"Medium",708,15,"2",3,109.861111722821
"412",8,"Medium",708,15,"2",4,72.214323764462
"413",8,"Medium",709,1,"2",1,126.582676294511
"414",8,"Medium",709,1,"2",2,74.323831973318
"415",8,"Medium",709,1,"2",3,7.38555695282198
"416",8,"Medium",709,1,"2",4,151.308293789746
"417",8,"Medium",710,24,"3",1,82.3108911367551
"418",8,"Medium",710,24,"3",2,130.584532474406
"419",8,"Medium",710,24,"3",3,113.85266902395
"420",8,"Medium",710,24,"3",4,84.5962962384208
"421",8,"Medium",711,1,"1",1,121.657842130847
"422",8,"Medium",711,1,"1",2,115.847762081046
"423",8,"Medium",711,1,"1",3,84.2301584151344
"424",8,"Medium",711,1,"1",4,101.666615357941
"425",8,"Medium",712,9,"3",1,137.838958187894
"426",8,"Medium",712,9,"3",2,57.0299905723659
"427",8,"Medium",712,9,"3",3,134.916249170303
"428",8,"Medium",712,9,"3",4,73.9794878817992
"429",9,"Medium",801,3,"1",1,175.351718287901
"430",9,"Medium",801,3,"1",2,125.306542905516
"431",9,"Medium",801,3,"1",3,100.076600063571
"432",9,"Medium",801,3,"1",4,90.9360933124066
"433",9,"Medium",802,9,"2",1,3.77336798188276
"434",9,"Medium",802,9,"2",2,179.143457609564
"435",9,"Medium",802,9,"2",3,114.372121585207
"436",9,"Medium",802,9,"2",4,2.13437362656036
"437",9,"Medium",803,10,"3",1,56.8802353553626
"438",9,"Medium",803,10,"3",2,134.71137578238
"439",9,"Medium",803,10,"3",3,71.1578644450219
"440",9,"Medium",803,10,"3",4,127.723433025009
"441",9,"Medium",804,1,"1",1,85.5262732744192
"442",9,"Medium",804,1,"1",2,88.9355496894783
"443",9,"Medium",804,1,"1",3,150.286809144648
"444",9,"Medium",804,1,"1",4,130.597328486279
"445",9,"Medium",805,6,"3",1,125.304953004496
"446",9,"Medium",805,6,"3",2,77.351228901479
"447",9,"Medium",805,6,"3",3,92.3951243172593
"448",9,"Medium",805,6,"3",4,111.376001181069
"449",9,"Medium",806,5,"3",1,114.856241077091
"450",9,"Medium",806,5,"3",2,102.764337246684
"451",9,"Medium",806,5,"3",3,71.6566869583409
"452",9,"Medium",806,5,"3",4,139.368322267238
"453",9,"Medium",807,1,"2",1,95.6505828040931
"454",9,"Medium",807,1,"2",2,158.464812552007
"455",9,"Medium",807,1,"2",3,79.3618076253403
"456",9,"Medium",807,1,"2",4,145.250286701918
"457",9,"Medium",808,20,"3",1,68.3242801440757
"458",9,"Medium",808,20,"3",2,123.107285595413
"459",9,"Medium",808,20,"3",3,147.456662504549
"460",9,"Medium",808,20,"3",4,95.6908640393981
"461",9,"Medium",809,9,"3",1,119.31045804728
"462",9,"Medium",809,9,"3",2,68.9851368644729
"463",9,"Medium",809,9,"3",3,100.007593575903
"464",9,"Medium",809,9,"3",4,121.521749821349
"465",9,"Medium",810,13,"1",1,100.00876589491
"466",9,"Medium",810,13,"1",2,116.658123799031
"467",9,"Medium",810,13,"1",3,81.5963421415508
"468",9,"Medium",810,13,"1",4,122.724287582749
"469",10,"Large",901,7,"2",1,148.028250823952
"470",10,"Large",901,7,"2",2,52.5579365891311
"471",10,"Large",901,7,"2",3,61.0054634421133
"472",10,"Large",901,7,"2",4,93.3187891923264
"473",10,"Large",902,1,"1",1,144.226776353111
"474",10,"Large",902,1,"1",2,98.7324660906638
"475",10,"Large",902,1,"1",3,116.418762951636
"476",10,"Large",902,1,"1",4,80.0401676954318
"477",10,"Large",903,7,"3",1,64.0269271042442
"478",10,"Large",903,7,"3",2,114.324908765553
"479",10,"Large",903,7,"3",3,107.736069399776
"480",10,"Large",903,7,"3",4,77.8965658376866
"481",10,"Large",904,10,"2",1,165.583029846344
"482",10,"Large",904,10,"2",2,121.106660677288
"483",10,"Large",904,10,"2",3,51.6288565102406
"484",10,"Large",904,10,"2",4,115.977856531786
"485",10,"Large",905,2,"3",1,102.858413723702
"486",10,"Large",905,2,"3",2,121.554478973373
"487",10,"Large",905,2,"3",3,69.1668931419341
"488",10,"Large",905,2,"3",4,64.6491380798607
"489",10,"Large",906,13,"2",1,63.063416426992
"490",10,"Large",906,13,"2",2,143.383925278224
"491",10,"Large",906,13,"2",3,101.919410487078
"492",10,"Large",906,13,"2",4,39.1500943742227
"493",10,"Large",907,10,"2",1,98.1889945983794
"494",10,"Large",907,10,"2",2,184.11555521328
"495",10,"Large",907,10,"2",3,94.5364367760718
"496",10,"Large",907,10,"2",4,12.7963174750935
"497",10,"Large",908,3,"2",1,92.9293700697925
"498",10,"Large",908,3,"2",2,76.7085804976244
"499",10,"Large",908,3,"2",3,125.679584123921
"500",10,"Large",908,3,"2",4,5.62084588393569
"501",10,"Large",909,1,"1",1,89.5730127573127
"502",10,"Large",909,1,"1",2,140.727509809477
"503",10,"Large",909,1,"1",3,91.9394952574184
"504",10,"Large",909,1,"1",4,100.37277126232
"505",10,"Large",910,1,"1",1,73.8901531301489
"506",10,"Large",910,1,"1",2,151.637673046674
"507",10,"Large",910,1,"1",3,112.60407088819
"508",10,"Large",910,1,"1",4,141.032371697845
"509",10,"Large",911,1,"2",1,141.709708022056
"510",10,"Large",911,1,"2",2,5.82171634833751
"511",10,"Large",911,1,"2",3,171.681655533602
"512",10,"Large",911,1,"2",4,155.665384358382
"513",10,"Large",912,6,"2",1,120.820385929914
"514",10,"Large",912,6,"2",2,79.4875017280318
"515",10,"Large",912,6,"2",3,141.113723344291
"516",10,"Large",912,6,"2",4,10.7310744709242
"517",10,"Large",913,24,"1",1,102.317387805283
"518",10,"Large",913,24,"1",2,156.885376277299
"519",10,"Large",913,24,"1",3,95.4962684746546
"520",10,"Large",913,24,"1",4,138.382751824707
"521",10,"Large",914,9,"2",1,8.1242257379831
"522",10,"Large",914,9,"2",2,173.650750389379
"523",10,"Large",914,9,"2",3,6.03410293302366
"524",10,"Large",914,9,"2",4,96.7105280715972
"525",10,"Large",915,3,"1",1,175.940071609314
"526",10,"Large",915,3,"1",2,164.802205975165
"527",10,"Large",915,3,"1",3,82.2096947211762
"528",10,"Large",915,3,"1",4,82.8538607020499
"529",10,"Large",916,7,"2",1,49.7484769144934
"530",10,"Large",916,7,"2",2,67.778369801864
"531",10,"Large",916,7,"2",3,229.855483134724
"532",10,"Large",916,7,"2",4,79.5591956701037
"533",10,"Large",917,14,"3",1,71.4808996945911
"534",10,"Large",917,14,"3",2,125.186366707318
